MONTHYEAR,PLAN_NAME,Customer,REGION,PRODUCT,NET REVENUE,Gross Revenue,Discount percentage ,
2022-02-01,Medium Business,Cust12425,OTHERS,PD2,107.1,125,,
2021-01-01,SMALL BUSINESS,Cust12426,EU,PD1,19,21,,
2022-02-01,SMALL BUSINESS,Cust12427,NA,PD1,15,18,,
2021-10-01,Medium Business,Cust12428,NA,PD1,147,408,,
2021-10-01,Medium Business,Cust12431,MEA,PD1,280.25,322,,
2021-04-01,SMALL BUSINESS,Cust12433,NA,PD2,75,75,,
2021-05-01,SMALL BUSINESS,Cust12434,EU,PD1,18.45,24,,
2021-10-01,SMALL BUSINESS,Cust12435,OTHERS,PD2,72.2,80,,
2021-05-01,SMALL BUSINESS,Cust12439,EU,PD1,19,19,,
2022-02-01,Medium Business,Cust12442,EU,PD1,141.6,161,,
2021-08-01,SMALL BUSINESS,Cust12447,INDIA,PD2,73.4,85,,
2021-05-01,SMALL BUSINESS,Cust12450,NA,PD1,19,19,,
2022-03-01,SMALL BUSINESS,Cust12451,EU,PD6,114,114,,
2021-05-01,SMALL BUSINESS,Cust12452,NA,PD1,19,26,,
2021-08-01,Medium Business,Cust12453,UK,PD1,228.48,275,,
2021-03-01,SMALL BUSINESS,Cust12455,EU,PD1,38,48,,
2021-07-01,Medium Business,Cust12457,NA,PD6,630.03,630,,
2022-01-01,Medium Business,Cust12458,INDIA,PD1,71,80,,
2021-01-01,SMALL BUSINESS,Cust12460,EU,PD4,71.34,99,,
2021-09-01,SMALL BUSINESS,Cust12463,NA,PD1,15,21,,
2022-02-01,SMALL BUSINESS,Cust12466,EU,PD1,41.04,52,,
2021-10-01,SMALL BUSINESS,Cust12469,NA,PD1,36,44,,
2022-03-01,SMALL BUSINESS,Cust12470,UK,PD1,32.16,38,,
2021-11-01,Medium Business,Cust12471,NA,PD4,85,99,,
2022-02-01,Medium Business,Cust12472,NA,PD4,47,53,,
2021-09-01,Medium Business,Cust12473,NA,PD1,1003,1208,,
2021-04-01,SMALL BUSINESS,Cust12474,EU,PD1,133,177,,
2021-07-01,SMALL BUSINESS,Cust12476,INDIA,PD5,19.13832,52,,
2022-02-01,Medium Business,Cust12477,NA,PD5,29,62,,
2021-12-01,Medium Business,Cust12478,NA,PD6,390,390,,
2021-12-01,SMALL BUSINESS,Cust12481,NA,PD1,11.25,14,,
2021-04-01,LARGE BUSINESS,Cust12482,EU,PD1,301.35,339,,
2021-03-01,SMALL BUSINESS,Cust12485,INDIA,PD5,13.66632,17,,
2021-09-01,SMALL BUSINESS,Cust12486,NA,PD1,45,122,,
2021-09-01,SMALL BUSINESS,Cust12487,EU,PD2,73.4,93,,
2021-04-01,Medium Business,Cust12489,NA,PD4,170,193,,
2021-12-01,Medium Business,Cust12491,EU,PD6,116.85,117,,
2021-03-01,SMALL BUSINESS,Cust12492,APJ,PD1,67.86,83,,
2022-03-01,SMALL BUSINESS,Cust12495,NA,PD1,45,110,,
2021-07-01,LARGE BUSINESS,Cust12497,INDIA,PD6,3158.227454,3760,,
2021-12-01,Medium Business,Cust12498,MEA,PD1,129.93,149,,
2021-03-01,LARGE BUSINESS,Cust12499,MEA,PD4,27620,34525,,
2021-09-01,LARGE BUSINESS,Cust12500,APJ,PD6,785.85,786,,
2021-09-01,SMALL BUSINESS,Cust12501,UK,PD1,195.84,233,,
2021-05-01,Medium Business,Cust12502,NA,PD6,712,962,,
2021-05-01,LARGE BUSINESS,Cust12503,NA,PD1,294,368,,
2021-12-01,Medium Business,Cust12504,NA,PD4,101.79,131,,
2021-09-01,SMALL BUSINESS,Cust12505,INDIA,PD4,13.66632,14,,
2021-07-01,SMALL BUSINESS,Cust12507,NA,PD6,118,131,,
2021-06-01,SMALL BUSINESS,Cust2431,NA,PD4,123.2,145,,
2021-05-01,SMALL BUSINESS,Cust12511,MEA,PD6,134.99,135,,
2022-02-01,Medium Business,Cust12512,EU,PD5,53.58,54,,
2021-12-01,SMALL BUSINESS,Cust12513,NA,PD6,118,146,,
2021-12-01,Medium Business,Cust2436,NA,PD5,94,132,,
2021-11-01,SMALL BUSINESS,Cust12514,UK,PD6,476,476,,
2021-04-01,Medium Business,Cust12517,EU,PD1,30.135,30,,
2021-07-01,Medium Business,Cust12519,EU,PD5,47.97,48,,
2021-09-01,SMALL BUSINESS,Cust12520,NA,PD6,183.75,184,,
2021-02-01,SMALL BUSINESS,Cust12521,NA,PD1,76,103,,
2021-07-01,SMALL BUSINESS,Cust12523,APJ,PD1,38,54,,
2021-08-01,SMALL BUSINESS,Cust12524,EU,PD1,54,66,,
2022-03-01,SMALL BUSINESS,Cust12525,NA,PD1,165.3,230,,
2021-03-01,LARGE BUSINESS,Cust2451,NA,PD1,69,77,,
2021-09-01,SMALL BUSINESS,Cust12526,MEA,PD1,131.25,173,,
2022-02-01,LARGE BUSINESS,Cust12527,APJ,PD1,79,79,,
2022-01-01,Medium Business,Cust12528,EU,PD1,80.94,81,,
2022-02-01,SMALL BUSINESS,Cust12530,NA,PD6,59,159,,
2022-02-01,Medium Business,Cust12532,OTHERS,PD2,121.4,136,,
2021-09-01,SMALL BUSINESS,Cust12535,NA,PD5,18,18,,
2021-03-01,SMALL BUSINESS,Cust12537,EU,PD1,19,19,,
2021-12-01,Medium Business,Cust12539,EU,PD1,482.16,1269,,
2022-02-01,SMALL BUSINESS,Cust7352,INDIA,PD1,15.4671,21,,
2021-01-01,Medium Business,Cust12540,INDIA,PD5,220.596156,298,,
2021-10-01,SMALL BUSINESS,Cust12545,NA,PD1,180,237,,
2022-02-01,SMALL BUSINESS,Cust12548,NA,PD6,118,146,,
2021-10-01,SMALL BUSINESS,Cust12549,NA,PD4,18,25,,
2021-07-01,SMALL BUSINESS,Cust12550,NA,PD6,114,131,,
2021-08-01,SMALL BUSINESS,Cust2325,OTHERS,PD2,72.2,83,,
2021-01-01,SMALL BUSINESS,Cust12554,NA,PD1,15,15,,
2021-04-01,LARGE BUSINESS,Cust6665,NA,PD5,378,378,,
2021-01-01,LARGE BUSINESS,Cust12424,NA,PD1,207,252,,
2021-06-01,Medium Business,Cust12560,EU,PD1,45,129,,
2022-01-01,Medium Business,Cust1823,NA,PD5,87,87,,
2021-03-01,SMALL BUSINESS,Cust12564,NA,PD1,133,133,,
2021-10-01,SMALL BUSINESS,Cust12446,NA,PD1,66,86,,
2021-12-01,SMALL BUSINESS,Cust12565,INDIA,PD6,34.18632,41,,
2021-04-01,Medium Business,Cust12448,EU,PD1,135,365,,
2021-04-01,LARGE BUSINESS,Cust12568,NA,PD1,69,147,,
2022-01-01,LARGE BUSINESS,Cust12570,NA,PD5,135,169,,
2021-09-01,LARGE BUSINESS,Cust12571,NA,PD6,218,532,,
2021-11-01,Medium Business,Cust12572,MEA,PD4,42.3,52,,
2021-07-01,LARGE BUSINESS,Cust12576,NA,PD6,1251,1422,,
2021-06-01,LARGE BUSINESS,Cust12577,APJ,PD1,158,158,,
2021-07-01,Medium Business,Cust12578,EU,PD1,43.05,62,,
2021-12-01,Medium Business,Cust2462,INDIA,PD5,38.29032,80,,
2022-01-01,SMALL BUSINESS,Cust12582,NA,PD1,18,18,,
2021-02-01,SMALL BUSINESS,Cust2464,EU,PD5,76,92,,
2021-06-01,SMALL BUSINESS,Cust12583,APJ,PD1,19,38,,
2021-08-01,SMALL BUSINESS,Cust12585,NA,PD1,90,90,,
2021-03-01,Medium Business,Cust2473,NA,PD4,85,85,,
2021-06-01,SMALL BUSINESS,Cust12586,OTHERS,PD2,75,75,,
2021-02-01,LARGE BUSINESS,Cust12587,NA,PD1,49,63,,
2021-07-01,Medium Business,Cust12592,NA,PD4,293.25,293,,
2021-12-01,SMALL BUSINESS,Cust12593,EU,PD5,22.14,30,,
2021-02-01,Medium Business,Cust2483,INDIA,PD3,35.55432,36,,
2022-02-01,SMALL BUSINESS,Cust12595,OTHERS,PD2,69.2343,99,,
2021-08-01,SMALL BUSINESS,Cust12596,NA,PD4,18,24,,
2021-02-01,SMALL BUSINESS,Cust3073,NA,PD1,114,137,,
2021-03-01,Medium Business,Cust12599,EU,PD6,116.85,144,,
2021-06-01,Medium Business,Cust12600,EU,PD1,323,734,,
2021-05-01,LARGE BUSINESS,Cust12602,APJ,PD1,415.9896,885,,
2021-01-01,SMALL BUSINESS,Cust12604,EU,PD6,49.2,60,,
2021-06-01,Medium Business,Cust12605,NA,PD4,85,85,,
2021-08-01,Medium Business,Cust12607,INDIA,PD1,45.13032,51,,
2021-07-01,SMALL BUSINESS,Cust12609,MEA,PD1,76,107,,
2021-08-01,SMALL BUSINESS,Cust12610,EU,PD1,73.8,105,,
2022-02-01,SMALL BUSINESS,Cust12612,NA,PD1,60,74,,
2021-11-01,Medium Business,Cust12614,APJ,PD2,143,409,,
2021-04-01,LARGE BUSINESS,Cust116,APJ,PD5,135.72,194,,
2021-10-01,SMALL BUSINESS,Cust2511,NA,PD1,18,23,,
2021-05-01,SMALL BUSINESS,Cust12615,EU,PD1,166.05,193,,
2021-01-01,SMALL BUSINESS,Cust7422,OTHERS,PD2,75,94,,
2021-12-01,SMALL BUSINESS,Cust12616,NA,PD6,1803.2,2576,,
2021-10-01,SMALL BUSINESS,Cust12618,NA,PD3,48,59,,
2021-02-01,SMALL BUSINESS,Cust2525,EU,PD1,30,42,,
2021-05-01,SMALL BUSINESS,Cust12621,EU,PD1,19,19,,
2021-12-01,LARGE BUSINESS,Cust12622,NA,PD6,261.6,262,,
2022-01-01,SMALL BUSINESS,Cust12623,UK,PD4,40.2,50,,
2021-04-01,LARGE BUSINESS,Cust12624,APJ,PD1,264.42,264,,
2022-02-01,LARGE BUSINESS,Cust7180,MEA,PD1,3712.5,4473,,
2021-06-01,SMALL BUSINESS,Cust12626,EU,PD1,93.48,106,,
2021-02-01,LARGE BUSINESS,Cust12627,APJ,PD5,45,62,,
2021-04-01,Medium Business,Cust12628,UK,PD1,135,155,,
2022-02-01,Medium Business,Cust12629,INDIA,PD1,71,96,,
2021-03-01,Medium Business,Cust12632,OTHERS,PD2,150,192,,
2022-03-01,SMALL BUSINESS,Cust12633,NA,PD1,36,44,,
2021-09-01,Medium Business,Cust12635,OTHERS,PD2,123.8,170,,
2021-01-01,LARGE BUSINESS,Cust2554,APJ,PD1,247,247,,
2021-08-01,SMALL BUSINESS,Cust12636,NA,PD1,30,43,,
2021-07-01,SMALL BUSINESS,Cust12637,MEA,PD1,19,24,,
2022-02-01,Medium Business,Cust12639,MEA,PD6,1125.04,1324,,
2022-02-01,LARGE BUSINESS,Cust12640,APJ,PD1,357,415,,
2021-05-01,LARGE BUSINESS,Cust12641,APJ,PD1,79,92,,
2021-08-01,SMALL BUSINESS,Cust12642,MEA,PD1,240,240,,
2021-11-01,Medium Business,Cust7665,INDIA,PD4,340,340,,
2021-10-01,SMALL BUSINESS,Cust12643,NA,PD1,90,106,,
2021-06-01,SMALL BUSINESS,Cust12644,EU,PD1,15,18,,
2021-07-01,SMALL BUSINESS,Cust12645,INDIA,PD5,13.66632,14,,
2021-05-01,LARGE BUSINESS,Cust12646,NA,PD1,495,495,,
2021-01-01,SMALL BUSINESS,Cust12647,NA,PD1,171,190,,
2021-09-01,Medium Business,Cust12648,NA,PD7,583.73,1191,,
2022-03-01,SMALL BUSINESS,Cust12649,NA,PD1,54,66,,
2022-03-01,SMALL BUSINESS,Cust12650,INDIA,PD1,18,23,,
2021-03-01,SMALL BUSINESS,Cust12651,NA,PD1,57,70,,
2022-02-01,Medium Business,Cust12652,MEA,PD5,47,63,,
2021-09-01,Medium Business,Cust12653,EU,PD4,47.97,48,,
2021-08-01,Medium Business,Cust12654,APJ,PD4,51.48,126,,
2021-10-01,Medium Business,Cust12656,NA,PD1,250.75,358,,
2022-03-01,SMALL BUSINESS,Cust12657,EU,PD4,18,18,,
2021-03-01,LARGE BUSINESS,Cust12658,UK,PD5,202.64,257,,
2022-01-01,SMALL BUSINESS,Cust12659,OTHERS,PD2,73.4,73,,
2021-10-01,Medium Business,Cust12661,NA,PD2,131,131,,
2021-12-01,SMALL BUSINESS,Cust12664,NA,PD1,15,20,,
2021-06-01,Medium Business,Cust12667,EU,PD1,54.12,74,,
2021-06-01,LARGE BUSINESS,Cust12669,MEA,PD5,236,236,,
2021-10-01,SMALL BUSINESS,Cust12671,EU,PD1,16,18,,
2021-08-01,Medium Business,Cust12673,NA,PD1,295,590,,
2021-09-01,Medium Business,Cust12674,EU,PD1,925.2675,1064,,
2022-01-01,SMALL BUSINESS,Cust12679,EU,PD1,34.2,43,,
2021-05-01,SMALL BUSINESS,Cust12681,NA,PD1,19,19,,
2021-08-01,Medium Business,Cust12682,NA,PD6,629.6,818,,
2021-03-01,SMALL BUSINESS,Cust12684,EU,PD1,76,86,,
2021-03-01,Medium Business,Cust12686,EU,PD1,221.4,221,,
2021-05-01,SMALL BUSINESS,Cust12687,NA,PD1,68,76,,
2021-08-01,Medium Business,Cust12688,MEA,PD4,62.1,168,,
2021-07-01,LARGE BUSINESS,Cust7556,OTHERS,PD1,250,281,,
2021-06-01,SMALL BUSINESS,Cust12689,EU,PD1,15,15,,
2021-11-01,SMALL BUSINESS,Cust12690,INDIA,PD4,32.80464,33,,
2021-11-01,LARGE BUSINESS,Cust7558,UK,PD3,598.4,1392,,
2021-04-01,SMALL BUSINESS,Cust12693,APJ,PD1,95,120,,
2021-06-01,Medium Business,Cust12694,NA,PD6,178,220,,
2021-09-01,SMALL BUSINESS,Cust2689,APJ,PD1,19,21,,
2021-11-01,Medium Business,Cust12695,NA,PD1,236,236,,
2021-09-01,SMALL BUSINESS,Cust12696,INDIA,PD4,270,346,,
2021-10-01,SMALL BUSINESS,Cust12697,EU,PD1,252,336,,
2021-04-01,SMALL BUSINESS,Cust12700,NA,PD6,152,380,,
2022-03-01,Medium Business,Cust12704,NA,PD1,392,467,,
2021-08-01,SMALL BUSINESS,Cust12705,APJ,PD8,11,11,,
2021-11-01,SMALL BUSINESS,Cust12706,UK,PD1,38,51,,
2021-06-01,Medium Business,Cust12707,MEA,PD5,58,72,,
2021-10-01,SMALL BUSINESS,Cust7642,OTHERS,PD2,73.4,73,,
2021-02-01,SMALL BUSINESS,Cust12708,APJ,PD1,37.44,53,,
2021-01-01,SMALL BUSINESS,Cust12711,NA,PD4,29,38,,
2021-06-01,LARGE BUSINESS,Cust12712,NA,PD1,483,483,,
2021-10-01,SMALL BUSINESS,Cust12715,OTHERS,PD2,75.8,100,,
2021-08-01,SMALL BUSINESS,Cust12717,EU,PD4,30.3195,34,,
2021-05-01,LARGE BUSINESS,Cust12718,UK,PD6,272,272,,
2022-03-01,SMALL BUSINESS,Cust12720,NA,PD8,14,16,,
2021-03-01,LARGE BUSINESS,Cust12724,NA,PD1,69,87,,
2021-11-01,SMALL BUSINESS,Cust12725,NA,PD4,18,21,,
2021-12-01,SMALL BUSINESS,Cust12726,NA,PD4,90,90,,
2022-03-01,SMALL BUSINESS,Cust12728,NA,PD1,108,152,,
2021-02-01,SMALL BUSINESS,Cust12729,NA,PD1,85.5,113,,
2021-11-01,Medium Business,Cust12730,OTHERS,PD2,131,152,,
2021-08-01,LARGE BUSINESS,Cust12731,EU,PD1,84.87,85,,
2022-03-01,SMALL BUSINESS,Cust12732,NA,PD1,45,59,,
2022-01-01,SMALL BUSINESS,Cust12737,NA,PD1,72,85,,
2021-08-01,SMALL BUSINESS,Cust12738,NA,PD1,57,67,,
2021-01-01,SMALL BUSINESS,Cust12739,NA,PD1,19,27,,
2021-04-01,SMALL BUSINESS,Cust12740,NA,PD4,35,42,,
2021-01-01,LARGE BUSINESS,Cust12743,MEA,PD1,69,168,,
2021-01-01,SMALL BUSINESS,Cust12746,APJ,PD1,54,74,,
2021-10-01,SMALL BUSINESS,Cust12747,EU,PD1,88.56,108,,
2021-06-01,SMALL BUSINESS,Cust12749,NA,PD6,59,70,,
2022-01-01,Medium Business,Cust12750,EU,PD1,98,115,,
2021-10-01,SMALL BUSINESS,Cust12752,OTHERS,PD8,11,14,,
2021-10-01,SMALL BUSINESS,Cust12755,EU,PD6,442.8,443,,
2022-03-01,SMALL BUSINESS,Cust12756,NA,PD1,54,54,,
2022-03-01,Medium Business,Cust12757,APJ,PD1,1738.8144,1999,,
2021-10-01,SMALL BUSINESS,Cust12758,APJ,PD1,70.2,70,,
2021-05-01,Medium Business,Cust12759,NA,PD1,90,118,,
2022-01-01,SMALL BUSINESS,Cust12760,EU,PD1,126,126,,
2021-12-01,SMALL BUSINESS,Cust12762,INDIA,PD1,18,41,,
2021-03-01,SMALL BUSINESS,Cust12764,EU,PD1,247,247,,
2021-03-01,LARGE BUSINESS,Cust2598,UK,PD6,149.6,150,,
2021-06-01,Medium Business,Cust12766,NA,PD1,90,90,,
2021-06-01,SMALL BUSINESS,Cust12768,NA,PD4,70,86,,
2022-03-01,LARGE BUSINESS,Cust12769,MEA,PD1,595,804,,
2022-03-01,Medium Business,Cust12770,INDIA,PD1,248.4,355,,
2021-06-01,SMALL BUSINESS,Cust12772,EU,PD1,46.74,65,,
2021-12-01,SMALL BUSINESS,Cust12773,EU,PD4,22.14,25,,
2021-04-01,Medium Business,Cust12774,NA,PD6,268,315,,
2021-05-01,SMALL BUSINESS,Cust12778,NA,PD1,38,38,,
2021-04-01,Medium Business,Cust12779,NA,PD1,45,58,,
2021-05-01,SMALL BUSINESS,Cust12781,NA,PD4,35,47,,
2021-03-01,SMALL BUSINESS,Cust12783,MEA,PD1,45,59,,
2022-02-01,Medium Business,Cust12784,APJ,PD5,47,47,,
2021-02-01,Medium Business,Cust12787,INDIA,PD11,126,126,,
2021-08-01,SMALL BUSINESS,Cust12788,NA,PD6,590,1475,,
2021-01-01,LARGE BUSINESS,Cust12789,APJ,PD1,161.46,183,,
2021-03-01,SMALL BUSINESS,Cust12792,NA,PD7,15,19,,
2021-03-01,SMALL BUSINESS,Cust12793,EU,PD1,95,95,,
2022-02-01,SMALL BUSINESS,Cust12794,INDIA,PD4,44.081235,58,,
2021-10-01,SMALL BUSINESS,Cust12795,APJ,PD7,70.2,95,,
2021-06-01,SMALL BUSINESS,Cust12796,NA,PD4,70,83,,
2021-07-01,LARGE BUSINESS,Cust12797,NA,PD1,177.01,177,,
2021-05-01,LARGE BUSINESS,Cust12798,NA,PD1,500,588,,
2021-05-01,Medium Business,Cust12801,NA,PD1,90,118,,
2021-08-01,Medium Business,Cust12802,NA,PD1,295,393,,
2021-09-01,SMALL BUSINESS,Cust12803,EU,PD1,35.67,48,,
2022-03-01,Medium Business,Cust12804,EU,PD6,1795.386,2017,,
2021-11-01,SMALL BUSINESS,Cust12805,EU,PD1,88.56,115,,
2021-03-01,SMALL BUSINESS,Cust12806,EU,PD1,46.74,47,,
2021-05-01,LARGE BUSINESS,Cust12807,APJ,PD1,98,136,,
2022-01-01,SMALL BUSINESS,Cust12808,UK,PD6,455.6,506,,
2021-12-01,Medium Business,Cust12809,NA,PD1,424.8,488,,
2022-01-01,SMALL BUSINESS,Cust416,NA,PD1,72,89,,
2022-02-01,Medium Business,Cust12810,INDIA,PD4,32.885325,47,,
2021-10-01,Medium Business,Cust12812,UK,PD4,56.848,68,,
2021-05-01,SMALL BUSINESS,Cust12813,NA,PD1,15,15,,
2021-09-01,SMALL BUSINESS,Cust2610,APJ,PD6,62.4,87,,
2022-02-01,SMALL BUSINESS,Cust12817,NA,PD7,36,100,,
2021-05-01,Medium Business,Cust12818,NA,PD1,45,58,,
2021-04-01,SMALL BUSINESS,Cust12819,EU,PD1,36.9,41,,
2022-01-01,LARGE BUSINESS,Cust12820,NA,PD6,890,1271,,
2021-02-01,SMALL BUSINESS,Cust12821,EU,PD6,36.9,37,,
2021-12-01,SMALL BUSINESS,Cust2718,NA,PD1,15,21,,
2022-03-01,Medium Business,Cust12823,APJ,PD1,213,273,,
2022-03-01,SMALL BUSINESS,Cust2775,EU,PD4,20.52,24,,
2022-01-01,SMALL BUSINESS,Cust12824,INDIA,PD4,150,150,,
2021-07-01,LARGE BUSINESS,Cust12825,INDIA,PD5,90,129,,
2021-12-01,SMALL BUSINESS,Cust12826,NA,PD6,431.2,496,,
2021-03-01,SMALL BUSINESS,Cust2777,EU,PD1,76,217,,
2021-05-01,SMALL BUSINESS,Cust7617,EU,PD5,100,213,,
2021-04-01,Medium Business,Cust12827,UK,PD4,85,189,,
2021-10-01,SMALL BUSINESS,Cust12828,EU,PD1,36.9,47,,
2021-01-01,LARGE BUSINESS,Cust12829,UK,PD1,220.32,595,,
2021-10-01,SMALL BUSINESS,Cust12836,NA,PD1,90,90,,
2022-01-01,Medium Business,Cust12837,NA,PD1,94,116,,
2021-11-01,LARGE BUSINESS,Cust12838,NA,PD1,711,827,,
2021-01-01,SMALL BUSINESS,Cust12841,UK,PD1,19,23,,
2022-02-01,Medium Business,Cust12842,NA,PD4,47,55,,
2021-08-01,SMALL BUSINESS,Cust12843,MEA,PD1,45,45,,
2021-08-01,SMALL BUSINESS,Cust12844,UK,PD1,20.4,28,,
2022-01-01,LARGE BUSINESS,Cust12846,NA,PD6,645,645,,
2021-02-01,SMALL BUSINESS,Cust12848,UK,PD7,19.13832,19,,
2021-11-01,SMALL BUSINESS,Cust12850,INDIA,PD6,20.50632,21,,
2021-02-01,SMALL BUSINESS,Cust12851,EU,PD1,60,73,,
2021-06-01,LARGE BUSINESS,Cust12852,EU,PD4,125,154,,
2021-06-01,SMALL BUSINESS,Cust12852,EU,PD4,20.3,20,,
2021-03-01,SMALL BUSINESS,Cust12853,EU,PD6,58,81,,
2021-12-01,LARGE BUSINESS,Cust12855,UK,PD4,748,947,,
2021-11-01,SMALL BUSINESS,Cust12856,EU,PD6,787.2,984,,
2021-09-01,SMALL BUSINESS,Cust12857,NA,PD1,60,71,,
2021-11-01,Medium Business,Cust12858,NA,PD1,59,81,,
2022-01-01,SMALL BUSINESS,Cust12859,APJ,PD4,15.4671,34,,
2022-01-01,LARGE BUSINESS,Cust12860,NA,PD4,207,207,,
2021-10-01,Medium Business,Cust12861,EU,PD6,233.7,308,,
2021-12-01,SMALL BUSINESS,Cust12862,APJ,PD1,23.4,28,,
2021-03-01,SMALL BUSINESS,Cust2761,OTHERS,PD1,19,25,,
2022-01-01,SMALL BUSINESS,Cust12863,NA,PD5,18,21,,
2021-03-01,LARGE BUSINESS,Cust12864,APJ,PD5,78,87,,
2021-08-01,LARGE BUSINESS,Cust12865,NA,PD1,95,122,,
2021-02-01,LARGE BUSINESS,Cust12866,EU,PD1,365.31,430,,
2021-02-01,SMALL BUSINESS,Cust12869,EU,PD6,36.9,52,,
2021-06-01,LARGE BUSINESS,Cust12870,MEA,PD5,78,78,,
2022-03-01,LARGE BUSINESS,Cust12872,NA,PD6,2824.1,7845,,
2021-09-01,Medium Business,Cust12875,EU,PD1,217.71,242,,
2021-11-01,SMALL BUSINESS,Cust12876,NA,PD6,95,95,,
2021-08-01,SMALL BUSINESS,Cust12879,MEA,PD1,57,139,,
2021-09-01,SMALL BUSINESS,Cust12883,NA,PD1,36,49,,
2022-03-01,Medium Business,Cust12884,NA,PD6,293,293,,
2021-01-01,SMALL BUSINESS,Cust12885,NA,PD1,42.5,43,,
2021-10-01,Medium Business,Cust12886,OTHERS,PD2,133.4,183,,
2021-02-01,Medium Business,Cust12888,OTHERS,PD7,39,83,,
2022-02-01,SMALL BUSINESS,Cust12890,APJ,PD1,18,22,,
2021-01-01,SMALL BUSINESS,Cust12894,EU,PD1,59.5935,82,,
2022-02-01,SMALL BUSINESS,Cust12895,OTHERS,PD1,18,18,,
2021-04-01,Medium Business,Cust12897,NA,PD6,2848,5696,,
2021-09-01,Medium Business,Cust12898,NA,PD1,59,59,,
2021-07-01,SMALL BUSINESS,Cust12899,INDIA,PD4,35.55432,50,,
2021-07-01,SMALL BUSINESS,Cust12900,OTHERS,PD2,75,75,,
2021-03-01,SMALL BUSINESS,Cust12902,EU,PD7,19,21,,
2021-09-01,SMALL BUSINESS,Cust12903,EU,PD7,18,25,,
2021-01-01,LARGE BUSINESS,Cust12904,APJ,PD1,128.34,128,,
2021-02-01,Medium Business,Cust12905,OTHERS,PD7,39,48,,
2022-03-01,Medium Business,Cust12906,OTHERS,PD2,94.5,220,,
2022-03-01,SMALL BUSINESS,Cust12907,NA,PD1,18,22,,
2022-03-01,Medium Business,Cust12909,UK,PD1,281.4,704,,
2021-06-01,Medium Business,Cust12911,EU,PD1,90,129,,
2021-09-01,SMALL BUSINESS,Cust12912,EU,PD4,66.42,84,,
2021-09-01,SMALL BUSINESS,Cust12913,NA,PD6,917,1239,,
2022-01-01,LARGE BUSINESS,Cust12914,EU,PD1,7130.7,8913,,
2021-12-01,Medium Business,Cust12915,NA,PD1,142,160,,
2021-10-01,Medium Business,Cust12916,NA,PD1,441,580,,
2021-03-01,LARGE BUSINESS,Cust12919,MEA,PD1,207,265,,
2021-07-01,SMALL BUSINESS,Cust2828,INDIA,PD1,6.82632,9,,
2021-05-01,LARGE BUSINESS,Cust12920,MEA,PD1,69,81,,
2021-09-01,Medium Business,Cust12921,NA,PD1,177,221,,
2021-09-01,Medium Business,Cust12922,NA,PD4,117,158,,
2021-02-01,SMALL BUSINESS,Cust12923,EU,PD1,19,22,,
2022-03-01,SMALL BUSINESS,Cust12924,OTHERS,PD8,11,15,,
2021-07-01,Medium Business,Cust4483,EU,PD1,55.35,73,,
2021-12-01,Medium Business,Cust12926,MEA,PD5,47,57,,
2021-11-01,SMALL BUSINESS,Cust12928,EU,PD1,55.35,55,,
2021-05-01,SMALL BUSINESS,Cust12929,EU,PD4,35,46,,
2021-04-01,LARGE BUSINESS,Cust2914,APJ,PD1,38439.19,54140,,
2021-06-01,SMALL BUSINESS,Cust12930,NA,PD6,392,392,,
2021-06-01,SMALL BUSINESS,Cust12931,NA,PD6,142.1,163,,
2022-03-01,LARGE BUSINESS,Cust12936,NA,PD3,65,80,,
2021-06-01,LARGE BUSINESS,Cust2843,NA,PD1,69,88,,
2021-06-01,SMALL BUSINESS,Cust12938,UK,PD1,20.4,25,,
2021-06-01,SMALL BUSINESS,Cust12939,EU,PD4,71.34,71,,
2021-05-01,LARGE BUSINESS,Cust12941,EU,PD5,95.94,128,,
2021-05-01,SMALL BUSINESS,Cust12943,NA,PD6,118,118,,
2021-02-01,LARGE BUSINESS,Cust12944,INDIA,PD5,344,344,,
2022-01-01,Medium Business,Cust12946,NA,PD6,160,200,,
2021-06-01,SMALL BUSINESS,Cust12947,APJ,PD5,57,66,,
2022-03-01,SMALL BUSINESS,Cust8954,INDIA,PD2,72.4851,93,,
2021-12-01,Medium Business,Cust12948,EU,PD1,482.16,482,,
2021-12-01,SMALL BUSINESS,Cust12950,NA,PD6,155,155,,
2021-11-01,SMALL BUSINESS,Cust12951,APJ,PD1,135,135,,
2021-09-01,LARGE BUSINESS,Cust1727,UK,PD4,390.32,449,,
2021-05-01,Medium Business,Cust12952,MEA,PD1,135,171,,
2021-09-01,SMALL BUSINESS,Cust12953,NA,PD1,15,35,,
2022-01-01,Medium Business,Cust12955,INDIA,PD1,199.6533,200,,
2021-11-01,SMALL BUSINESS,Cust12957,INDIA,PD6,236,236,,
2021-09-01,SMALL BUSINESS,Cust12959,APJ,PD1,15,21,,
2021-08-01,SMALL BUSINESS,Cust12961,NA,PD1,45,45,,
2021-07-01,LARGE BUSINESS,Cust12962,APJ,PD5,78,100,,
2022-02-01,SMALL BUSINESS,Cust12964,NA,PD1,67.5,83,,
2021-06-01,LARGE BUSINESS,Cust12968,NA,PD6,586.6,715,,
2021-01-01,Medium Business,Cust12969,NA,PD6,445,445,,
2022-01-01,LARGE BUSINESS,Cust12970,NA,PD5,45,64,,
2021-02-01,Medium Business,Cust12971,OTHERS,PD7,39,49,,
2021-10-01,Medium Business,Cust1433,EU,PD1,236,295,,
